RepRapFirmware height map file v2 generated at 2022-01-15 02:15, min error -0.192, max error 0.287, mean 0.012, deviation 0.156
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,24.00,221.00,10.00,195.00,-1.00,98.49,92.49,3,3
 -0.065,  0.160, -0.150
  0.117,  0.287,  0.117
 -0.140, -0.030, -0.192
